4,1176
8,2245
8,3407
8,4456
8,5544
6,6567
9,7486
5,8857
8,9848
3,10840
2,12064
6,13256
4,14337
7,15406
5,16377
1,17297
5,18236
8,19287
4,20116
7,21155
1,21967
2,22986
5,24108
6,25138
3,26067
2,27158
4,28106
1,28906
7,29927
5,30966
8,32018
0,32997
8,34015
6,35066
3,36126
9,37077
5,38126
2,39080
3,40047
6,40996
4,41966
7,42906
5,43877
2,44847
8,45796
9,46757
0,47807
6,48887
3,49846
2,50877
4,51736
1,52746
5,53766
7,54655
6,55718
9,56727
3,57728
2,58707
4,59566
1,60555
7,61446
2,62348
5,63367
9,64345
6,65314
8,66228
3,67106
0,68116
9,69086
6,70148
4,71036
5,72169
2,73117
3,74187
7,75027
8,75967
6,77077
9,78036
5,79078
1,79996
4,80996
7,82064
2,83137
6,84317
3,85347
4,86415
5,87497
8,88527
6,89519
9,90676
0,91694
5,92756
1,93638
4,94646
2,95646
3,96586
5,97577
6,98530
2,99499
4,100416
7,101306
8,102237
9,103257
5,104266
4,105136
2,106126
1,107038
3,108126
6,109155
5,110167
9,111175
7,112127
4,113086
8,114186
6,115177
3,116316
2,117356
1,118317
4,119425
6,120518
9,121636
0,122716
0,123766
8,124916
6,126116
4,127307
2,128306
5,129374
3,130486
7,131578
9,132687
8,133756
5,134847
6,135897
4,136948
2,138096
3,139277
5,140447
7,141384
0,142326
8,143406
4,144417
6,145456
5,146497
2,147476
1,148437
3,149546
6,150598
9,151611
7,152597
6,153717
4,154756
5,155817
3,156827
2,157957
6,159064
8,160086
4,161107
7,162077
5,163158
1,164246
9,165386
8,166367
2,167517
6,168647
3,169807
4,170767
7,171856
5,173067
6,174287
2,175416
1,176419
4,177536
6,178635
9,179769
8,180846
6,181976
2,183154
0,184247
0,185515
0,186736
3,187766
5,188886
9,189916
6,191054
4,192127
2,193276
3,194477
4,195706
5,196747
7,197906
6,199047
2,200187
1,202388
4,203608
8,204735
6,205884
9,207067
5,208327
4,209406
8,210377
8,211557
2,212617
3,213794
6,215066
0,217266
9,218447
5,219815
4,220837
2,221924
3,223076
6,224176
5,225316
4,226386
2,227446
1,228405
4,229456
5,230627
6,231706
8,232768
9,233746
3,234807
2,236016
7,236917
9,237927
0,239047
6,240306
3,241557
4,242596
5,243747
2,244919
7,245797
6,246895
3,248046
9,249128
8,250205
6,251307
4,252395
5,253384
7,254436
8,255484
6,256566
9,257776
2,258947
3,260065
4,261086
5,262167
0,263287
8,264256
9,265486
6,266626
3,267717
4,268626
5,269766
2,270847
6,271987
7,273147
9,274287
8,275326
4,276416
5,277548
6,278536
3,279605
2,280587
1,281566
7,282568
8,283676
6,284864
5,286073
4,287057
2,288266
3,289336
9,290556
4,291686
5,292836
2,294024
7,295227
0,296207
9,297307
8,298505
6,299748
4,300984
5,301956
3,303088
2,304256
1,305294
9,306638
6,307816
5,308886
4,310025
2,311350
3,312746
6,313876
7,314796
4,315707
5,316926
8,317980
6,319208
1,320207
4,321105
9,322046
3,323136
2,324197
4,325087
7,325905
6,326908
3,328036
5,329017
2,330168
4,330997
6,331906
8,332967
0,333987
9,335078
7,336036
5,336986
3,337950
1,339056
4,339966
6,340748
9,341956
2,342997
3,344236
4,345056
6,346037
5,347126
7,347999
4,349105
6,350227
9,351277
8,352336
3,353478
1,354477
7,355428
6,356456
8,357468
5,358517
2,359397
6,360545
9,361755
0,362714
8,363864
6,364936
3,365978
4,366839
5,367766
7,368596
2,369637
1,370495
6,371596
9,372806
8,373965
3,375007
2,376196
4,376997
7,377887
5,378897
6,379888
9,380816
4,381867
7,382896
8,383827
5,384964
6,385949
2,386927
3,387945
4,388796
1,389816
2,390787
3,392936
6,393905
5,395147
9,396036
4,396847
7,397696
8,398716
6,399817
3,400867
1,401837
4,402758
2,403755
5,404760
6,405786
7,406816
4,407876
6,408844
9,409916
5,410957
2,412046
1,412996
8,413916
6,414885
3,415936
4,416758
5,417706
7,418518
6,419448
9,420548
6,421546
3,422754
2,423836
4,424755
7,425696
5,426717
9,427786
8,428887
2,430027
1,431126
6,432178
5,434236
4,435226
7,436086
8,437096
6,438156
4,439236
2,440464
5,441307
3,442366
9,443476
8,444416
4,445386
7,446507
5,447546
6,448815
2,449784
1,450894
5,451978
8,452897
6,454046
9,454944
3,455856
2,460836
5,461705
3,463808
6,465004
4,465837
7,466656
2,467656
5,468568
3,469466
6,470356
7,471347
9,472376
8,473286
6,474307
4,475417
2,476387
5,477487
3,478534
6,479426
8,480546
9,481647
4,482667
5,483647
7,484577
6,485658
2,486785
