1,1582
1,3243
1,4622
5,6002
8,7042
5,8245
2,9382
1,10692
6,11854
1,12853
1,14285
2,15565
3,16764
4,18022
6,19252
9,20382
7,21611
2,22962
3,24392
5,25622
6,26931
8,28306
5,29593
2,30993
1,32488
1,33953
2,35133
5,36413
5,37620
3,38761
8,39972
6,40972
5,41953
2,42963
1,43862
4,44860
7,45842
5,47031
8,48023
9,49042
6,50031
2,51052
4,52121
5,53122
1,54162
2,55201
6,56272
3,57262
4,58318
5,59262
2,60272
7,61182
8,62311
5,63192
2,65103
6,66051
3,67011
5,68004
9,68960
8,69944
4,70981
5,71938
2,73010
1,74008
1,75161
9,76301
0,77433
1,78502
1,79615
7,80692
5,81703
6,82827
3,83833
2,84932
1,85951
4,87122
6,88102
8,89161
3,90213
4,91283
2,92351
6,93332
9,94311
5,95432
1,96501
1,97632
2,98831
1,99832
4,100802
2,102162
1,102952
5,103930
3,104951
6,105934
8,107758
9,108732
5,109844
2,110862
1,111942
3,112861
6,113944
2,115142
4,116153
3,117380
5,118213
9,119322
6,120482
2,121651
1,122532
5,123530
7,124553
8,125601
3,127962
5,129073
2,130111
9,131172
6,132332
5,133342
1,134370
4,135425
2,136562
3,137582
6,138702
7,139588
8,140691
5,141926
6,142790
3,143782
2,144721
6,145732
9,146956
0,147882
0,149023
1,150102
0,151242
0,152461
1,153512
5,154552
9,155631
6,156641
3,157742
2,158931
4,159892
1,160841
0,162061
0,163131
9,164407
8,165643
5,166751
2,167941
3,169062
5,170077
1,170988
6,172277
4,173401
9,174613
7,175692
0,176831
6,178001
3,179198
2,180331
5,181451
6,182672
9,183821
3,185002
1,186072
4,187213
2,188321
6,189382
7,190480
8,191547
3,192783
5,194040
4,195241
2,196401
6,197522
1,198533
5,199634
3,200844
6,202103
8,203083
9,204266
2,205362
4,206412
7,207501
6,208641
0,209833
5,211011
3,212251
2,213383
6,214462
4,215542
7,216602
2,217852
3,219106
5,220120
8,221212
1,222230
6,223381
9,224532
3,225642
2,226882
8,227952
7,228881
0,229971
6,231112
3,232361
2,233479
5,234647
9,235807
6,237053
4,238212
7,239272
3,240452
2,241802
5,242952
1,244301
6,245371
8,246422
9,247583
3,248813
5,249970
4,252381
6,253602
8,254621
9,255683
0,256832
0,258049
5,259130
1,260168
4,261268
2,262411
1,263541
7,264621
6,265663
3,267016
4,268126
5,269103
1,270241
9,271282
6,272352
2,273432
4,274452
1,275431
6,277802
7,278881
5,280208
4,281272
2,282528
3,283772
6,285116
1,286212
4,287191
5,288512
3,289661
2,290753
6,291774
8,292852
4,293940
0,295172
1,297332
5,298501
2,299771
3,301011
4,302152
6,303252
9,304211
5,305451
3,306638
2,307748
4,308761
6,309852
5,311090
7,312221
8,313182
4,314161
5,315340
1,316401
2,317762
6,319051
3,320111
8,321703
9,322902
3,324041
7,325168
5,326242
4,327442
0,328524
9,329508
6,330702
1,331712
2,332803
1,333833
8,334872
5,335873
8,336881
5,337893
8,338870
5,339883
3,340902
1,341922
5,342851
8,343872
5,344891
8,345863
6,346940
1,347978
5,348991
8,349912
3,350902
2,351982
9,352961
4,353902
6,354891
7,355802
5,356813
8,357840
2,358834
1,359762
6,360771
3,361783
4,362751
5,363802
7,364893
8,365942
6,367061
9,368102
2,369111
1,370092
4,371131
5,372222
3,373369
6,374383
2,375620
8,376701
0,377782
5,378912
6,380321
3,381722
2,383011
1,384124
5,385346
1,386281
5,387365
1,388243
5,389431
1,390392
5,391662
1,392821
5,393932
6,396211
3,397332
2,398402
1,399541
6,400463
7,401421
5,402549
9,403512
7,404402
7,405441
2,406492
4,407418
1,408412
0,409581
9,410752
8,411912
3,413112
5,414261
6,415386
2,416441
4,417511
3,418536
2,419654
6,420852
9,422121
5,423363
7,424282
5,425121
6,426171
3,427501
2,428441
4,429382
8,430363
6,431532
5,432916
1,434001
2,435133
4,436253
3,437479
6,438656
9,439827
8,440852
1,442242
5,443262
0,444383
1,445601
1,446842
1,448042
1,449252
2,450420
3,451374
6,452393
5,453491
7,454531
3,455571
6,456743
2,457781
1,458852
5,459922
9,460923
6,462018
8,463022
5,464171
3,465382
6,466521
2,467612
1,468801
7,469809
5,470921
8,472023
0,473050
6,474262
2,475391
9,476501
1,477643
4,478761
3,479943
2,481182
6,482472
5,483692
1,484690
1,485862
1,486922
8,488082
5,489204
1,490504
6,491851
8,493132
1,494191
2,495411
5,496541
3,498133
9,499382
6,500433
4,501441
7,502512
5,503683
1,504771
8,505891
2,507093
3,508252
9,509398
6,510551
4,511672
5,512810
3,514002
7,515112
6,516293
2,517512
1,518683
4,519960
5,521067
3,522212
2,523478
8,524705
0,526032
1,527592
4,528761
1,529931
1,531101
1,532261
3,533532
6,535082
